30

2 32 1856 47264 230784 82944
2 0 640 41920 239680 80640
2 0 576 44736 234624 82944
2 0 0 46656 233280 82944
1 0 8640 135360 218880 0
1 0 8640 135360 218880 0
1 192 10944 135168 216576 0
1 128 7616 133952 221184 0
1 0 8640 135360 218880 0
1 0 6912 132480 223488 0
