1 1 18
2 2 16
3 3 18
4 4 18
5 5 18
6 6 14
7 7 16
8 8 16
9 9 16
10 10 18
11 11 18
12 12 18
13 13 12
14 14 14
15 15 14
16 16 16
17 17 16
18 18 18
19 19 10
20 20 12
21 21 12
22 22 14
23 23 16
24 24 8
25 25 10
26 26 12
27 27 6
28 28 8
29 29 4
31 31 10
31 32 4
32 31 4
32 32 10
32 33 4
33 32 4
33 33 10
33 34 4
34 33 4
34 34 6
35 35 8
35 36 4
36 35 4
36 36 8
36 37 4
37 36 4
37 37 8
38 38 16
39 39 10
39 40 4
40 39 4
40 40 10
40 41 4
41 40 4
41 41 6
42 42 18
43 43 10
43 44 4
44 43 4
44 44 10
45 45 18
46 46 6
47 47 10
47 48 4
48 47 4
48 48 6
49 49 18
50 50 10
51 51 6
51 52 4
52 51 4
52 52 6
52 53 4
53 52 4
53 53 2
54 54 14
55 55 8
55 56 4
56 55 4
56 56 8
57 57 16
58 58 8
58 59 4
59 58 4
59 59 4
60 60 16
61 61 4
62 62 8
63 63 16
64 64 16
65 65 16
66 66 16
67 67 16
68 68 10
68 69 4
69 68 4
69 69 6
70 70 18
71 71 10
72 72 18
73 73 6
74 74 18
75 75 18
76 76 6
77 77 4
77 78 4
78 77 4
78 78 4
79 79 12
80 80 6
80 81 4
81 80 4
81 81 2
82 82 14
83 83 6
84 84 14
85 85 2
86 86 14
87 87 14
88 88 14
89 89 14
90 90 8
91 91 16
92 92 4
93 93 16
94 94 16
95 95 16
96 96 16
97 97 16
98 98 6
99 99 18
100 100 2
100 101 4
101 100 4
101 101 -2
102 102 10
103 103 4
104 104 12
106 106 12
107 107 12
108 108 12
109 109 2
110 110 14
111 111 14
112 112 14
113 113 16
115 115 8
116 116 -2
117 117 10
118 118 10
119 119 10
120 120 12
121 121 -6
122 122 6
123 123 8
124 124 4
125 125 2
125 126 2
125 128 2
126 125 2
126 126 2
126 127 2
126 129 2
126 131 2
127 126 2
127 127 2
127 128 2
127 130 2
127 133 2
128 125 2
128 127 2
128 128 2
128 131 2
128 134 2
129 126 2
129 129 2
129 130 2
129 134 -2
129 136 2
130 127 2
130 129 2
130 130 2
130 131 2
130 132 2
130 135 2
130 138 2
131 126 2
131 128 2
131 130 2
131 131 2
131 133 2
131 135 -2
131 136 2
132 130 2
132 132 2
132 133 2
132 137 4
133 127 2
133 131 2
133 132 2
133 133 2
133 134 2
133 136 -2
133 138 2
134 128 2
134 129 -2
134 133 2
134 134 2
134 135 -2
135 130 2
135 131 -2
135 134 -2
135 135 2
135 136 2
135 137 2
135 138 -2
136 129 2
136 131 2
136 133 -2
136 135 2
136 136 2
136 137 -2
136 138 2
137 132 4
137 135 2
137 136 -2
137 137 2
137 138 4
138 130 2
138 133 2
138 135 -2
138 136 2
138 137 4
138 138 -2
139 140 2
139 142 2
140 139 2
140 141 2
140 143 2
140 145 2
141 140 2
141 142 2
141 144 2
141 147 2
142 139 2
142 141 2
142 143 -2
142 145 2
143 140 2
143 142 -2
143 144 2
143 147 -2
144 141 2
144 143 2
144 146 4
145 140 2
145 142 2
146 144 2
146 147 2
147 141 2
147 143 -2
147 146 4
148 148 4
148 149 2
148 150 2
149 148 2
149 149 4
149 150 2
149 151 2
149 152 2
150 148 2
150 149 2
150 150 4
150 152 2
150 153 2
151 149 2
151 151 4
151 152 2
151 153 2
151 154 2
152 149 2
152 150 2
152 151 2
152 152 4
152 153 2
152 154 4
153 150 2
153 151 2
153 152 2
153 153 4
153 154 2
154 151 2
154 152 4
154 153 2
154 154 8
155 155 2
155 156 2
155 158 2
156 155 2
156 156 2
156 157 2
156 158 -2
156 159 -2
157 156 2
157 157 2
157 158 2
157 159 4
158 155 2
158 156 -2
158 157 2
158 158 2
158 159 -2
159 156 -2
159 157 4
159 158 -2
159 159 -2
160 160 6
160 161 2
160 162 2
161 160 2
161 161 6
161 162 2
161 163 2
161 164 2
162 160 2
162 161 2
162 162 6
162 163 2
162 164 2
163 161 2
163 162 2
163 163 6
163 164 4
164 161 2
164 162 2
164 163 4
164 164 10
165 165 2
166 166 2
167 167 2
168 168 6
168 169 2
168 170 2
169 168 2
169 169 6
169 170 4
169 171 6
170 168 2
170 169 4
170 170 6
170 171 6
171 169 2
171 170 2
171 171 6
172 172 -2
172 173 4
173 172 4
173 173 -2
174 174 6
175 175 -2
176 176 6
176 177 4
177 176 4
177 177 10
178 178 2
178 179 4
179 178 4
179 179 -2
180 180 10
181 181 -2
181 182 2
181 184 2
182 181 2
182 182 -2
182 183 2
182 184 -2
182 185 -2
183 182 2
183 183 -2
183 184 2
183 185 4
184 181 2
184 182 -2
184 183 2
184 184 -2
184 185 -2
185 182 -2
185 183 4
185 184 -2
185 185 -6
186 186 2
186 187 2
186 188 2
187 186 2
187 187 2
187 188 2
187 189 2
187 190 2
188 186 2
188 187 2
188 188 2
188 189 2
188 190 2
189 187 2
189 188 2
189 189 2
189 190 4
190 187 2
190 188 2
190 189 4
190 190 6
194 194 4
194 195 2
194 196 2
195 194 2
195 195 4
195 196 4
195 197 6
196 194 2
196 195 4
196 196 4
196 197 6
197 195 2
197 196 2
197 197 4
198 198 -4
199 199 4
199 200 4
200 199 4
200 200 8
201 201 -4
201 202 4
202 201 4
202 202 -8
203 203 4
204 204 8
206 206 4
206 207 2
206 208 2
207 206 2
207 207 4
207 208 4
207 209 6
208 206 2
208 207 4
208 208 4
208 209 6
209 207 2
209 208 2
209 209 4
210 210 8
210 211 4
211 210 4
211 211 8
212 212 4
212 213 4
213 212 4
213 213 8
214 214 8
214 215 4
215 214 4
215 215 4
216 216 4
217 217 4
218 218 8
219 219 8
220 220 -2
221 221 6
221 222 4
222 221 4
222 222 10
223 223 10
224 224 -2
225 225 6
226 226 10
227 227 10
228 228 6
229 229 6
230 230 6
231 231 -6
232 232 -4
233 233 -4
234 234 -4
235 236 2
235 237 2
236 235 2
236 237 4
236 238 6
237 235 2
237 236 4
237 238 6
238 236 2
238 237 2
239 239 -6
240 240 2
240 241 4
241 240 4
241 241 6
242 242 6
243 243 -6
244 244 2
245 245 2
245 246 4
246 245 4
246 246 6
247 247 6
247 248 4
248 247 4
248 248 2
249 249 6
250 250 6
251 251 2
252 252 2
253 253 8
254 254 4
255 255 -8
256 256 4
257 257 4
258 258 8
259 259 8
260 260 4
261 261 4
262 262 4
263 263 6
264 264 -10
265 265 -2
265 266 4
266 265 4
266 266 2
267 267 4
269 269 -12
270 270 4
271 271 4
274 274 2
275 275 2
276 276 2
278 278 -2
279 279 -2
280 280 -2
281 281 -6
282 282 -6
282 283 2
282 287 2
283 282 2
283 283 -6
283 284 2
283 287 -2
283 288 -2
284 283 2
284 284 -6
284 285 2
284 288 2
284 289 -2
285 284 2
285 285 -6
285 286 2
285 289 2
285 290 -2
286 285 2
286 286 -6
286 287 2
286 288 2
286 290 2
287 282 2
287 283 -2
287 286 2
287 287 -6
287 288 -2
288 283 -2
288 284 2
288 286 2
288 287 -2
288 288 -6
288 289 2
288 290 -2
289 284 -2
289 285 2
289 288 2
289 289 -6
289 290 4
289 291 -6
290 285 -2
290 286 2
290 288 -2
290 289 4
290 290 -6
290 291 6
291 289 -2
291 290 2
291 291 -6
292 292 -8
