M	L	deltaE
11	1	1.81951
11	2	-14.4534
11	3	12.1304
11	4	-13.7664
11	5	21.0619
11	6	-10.8895
11	7	29.0573
11	8	-6.80311
11	9	34.3421
=============================
M	L	deltaE
11	1	0.0196233
11	2	-0.0982871
11	3	0.0657554
11	4	-0.0660367
11	5	0.0956321
11	6	-0.0494442
11	7	0.139387
11	8	-0.0368777
11	9	0.233535
