M	L	deltaE
25	1	2.59465
25	2	-18.9845
25	3	19.6787
25	4	-22.9543
25	5	32.7834
25	6	-23.3198
25	7	44.5113
25	8	-22.5025
25	9	55.3971
25	10	-21.1067
25	11	65.6258
25	12	-19.3426
25	13	75.2492
25	14	-17.2929
25	15	84.2194
25	16	-14.9818
25	17	92.3292
25	18	-12.3887
25	19	98.947
25	20	-9.41946
25	21	101.813
25	22	-5.72444
25	23	88.121
25	24	1.16427
