M	L	deltaE
25	1	0.00525002
25	2	-0.0232385
25	3	0.0182252
25	4	-0.0176291
25	5	0.0219753
25	6	-0.0141057
25	7	0.0248844
25	8	-0.0118438
25	9	0.0278668
25	10	-0.010279
25	11	0.0312981
25	12	-0.00913064
25	13	0.0355212
25	14	-0.0082473
25	15	0.0410149
25	16	-0.00753639
25	17	0.0485958
25	18	-0.00692603
25	19	0.0598512
25	20	-0.00631404
25	21	0.0781932
25	22	-0.00530162
25	23	0.107866
25	24	0.00235577
