M	L	deltaE
21	1	0.00544783
21	2	0.0838102
21	3	0.00727779
21	4	0.0467438
21	5	0.00998299
21	6	0.0320286
21	7	0.012562
21	8	0.0241112
21	9	0.0154426
21	10	0.0190632
21	11	0.0190632
21	12	0.0154426
21	13	0.0241112
21	14	0.012562
21	15	0.0320286
21	16	0.00998299
21	17	0.0467438
21	18	0.00727779
21	19	0.0838102
21	20	0.00544783
