M	L	deltaE
23	1	-9.99924
23	2	-48.0816
23	3	-36.1032
23	4	-41.8961
23	5	-67.751
23	6	-35.9898
23	7	-100.458
23	8	-30.8085
23	9	-133.917
23	10	-26.0603
23	11	-168.399
23	12	-21.5653
23	13	-204.537
23	14	-17.2232
23	15	-243.527
23	16	-12.9811
23	17	-287.814
23	18	-8.82938
23	19	-343.23
23	20	-4.86334
23	21	-427.261
23	22	-2.69701
