M	L	deltaE
21	1	-0.00163206
21	2	0.00353265
21	3	0.00547375
21	4	0.000779237
21	5	0.00444057
21	6	1.32692e-05
21	7	0.00299374
21	8	-0.00030168
21	9	0.00128649
21	10	-0.000466053
21	11	-0.000979812
21	12	-0.000569263
21	13	-0.00449276
21	14	-0.000642797
21	15	-0.0110523
21	16	-0.000683935
21	17	-0.0270698
21	18	-0.00054876
21	19	-0.0938202
21	20	0.00256365
