M	L	deltaE
27	1	0.00735232
27	2	-0.0595249
27	3	0.0221634
27	4	-0.0407967
27	5	0.0274755
27	6	-0.0312813
27	7	0.0316544
27	8	-0.02559
27	9	0.035813
27	10	-0.0217872
27	11	0.0404301
27	12	-0.0190501
27	13	0.0459152
27	14	-0.0169699
27	15	0.0527961
27	16	-0.0153161
27	17	0.061914
27	18	-0.0139401
27	19	0.0748145
27	20	-0.0127202
27	21	0.0947747
27	22	-0.011485
27	23	0.130211
27	24	-0.00964054
27	25	0.209299
27	26	0.00115536
