M	L	deltaE
19	1	-0.00192158
19	2	0.00342031
19	3	0.00584146
19	4	0.000666788
19	5	0.00453544
19	6	-9.93239e-05
19	7	0.00264137
19	8	-0.000416596
19	9	0.000195299
19	10	-0.000585048
19	11	-0.00347882
19	12	-0.000691085
19	13	-0.0102179
19	14	-0.000748683
19	15	-0.0265527
19	16	-0.000605101
19	17	-0.0945091
19	18	0.00283205
