M	L	deltaE
13	1	2.22529
13	2	-20.3556
13	3	14.6258
13	4	-20.1501
13	5	25.5033
13	6	-17.248
13	7	35.6304
13	8	-13.2322
13	9	44.9361
13	10	-8.14594
13	11	50.9785
=============================
M	L	deltaE
13	1	0.0170286
13	2	-0.0969902
13	3	0.0546371
13	4	-0.0651816
13	5	0.0758807
13	6	-0.0493635
13	7	0.101974
13	8	-0.0393702
13	9	0.145359
13	10	-0.0304304
13	11	0.242901
