M	L	deltaE
13	1	-3143.25
13	2	-9184.37
13	3	-14965.5
13	4	-19788.2
13	5	-22954
13	6	-23982.1
13	7	-22716.6
13	8	-19370.7
13	9	-14492.7
13	10	-8870.31
13	11	-3421.43
=============================
M	L	deltaE
13	1	-28.7136
13	2	-59.635
13	3	-81.4497
13	4	-96.9046
13	5	-105.665
13	6	-107.255
13	7	-101.595
13	8	-89.1701
13	9	-70.9722
13	10	-48.2767
13	11	-22.2157
