M	L	deltaE
25	1	0.00459729
25	2	0.0865725
25	3	0.00605757
25	4	0.0483844
25	5	0.00815172
25	6	0.033355
25	7	0.0100117
25	8	0.025332
25	9	0.0119208
25	10	0.0202867
25	11	0.0140916
25	12	0.0167607
25	13	0.0167607
25	14	0.0140916
25	15	0.0202867
25	16	0.0119208
25	17	0.025332
25	18	0.0100117
25	19	0.033355
25	20	0.00815172
25	21	0.0483844
25	22	0.00605757
25	23	0.0865725
25	24	0.00459729
