M	L	deltaE
21	1	-0.0263933
21	2	-0.0694045
21	3	-0.0442544
21	4	-0.0380184
21	5	-0.0612159
21	6	-0.0258142
21	7	-0.0775471
21	8	-0.0193229
21	9	-0.0960402
21	10	-0.0152154
21	11	-0.119612
21	12	-0.0122882
21	13	-0.153062
21	14	-0.00997953
21	15	-0.206971
21	16	-0.00795181
21	17	-0.312429
21	18	-0.00594674
21	19	-0.619197
21	20	-0.00710627
