M	L	deltaE
19	1	-0.0294004
19	2	-0.0688717
19	3	-0.0498734
19	4	-0.0375205
19	5	-0.0699888
19	6	-0.0253179
19	7	-0.0904186
19	8	-0.0187954
19	9	-0.115094
19	10	-0.0146197
19	11	-0.149227
19	12	-0.0115712
19	13	-0.203596
19	14	-0.00905188
19	15	-0.309469
19	16	-0.00667999
19	17	-0.617369
19	18	-0.00789735
