M	L	deltaE
25	1	3.91603
25	2	-48.894
25	3	25.9445
25	4	-53.4776
25	5	44.6844
25	6	-52.1112
25	7	62.1676
25	8	-49.0264
25	9	78.8887
25	10	-45.1328
25	11	95.0656
25	12	-40.7175
25	13	110.821
25	14	-35.8816
25	15	126.228
25	16	-30.6445
25	17	141.301
25	18	-24.9616
25	19	155.845
25	20	-18.6813
25	21	168.626
25	22	-11.296
25	23	169.771
25	24	0.617393
