M	L	deltaE
23	1	-0.591643
23	2	2.49486
23	3	4.64535
23	4	0.948995
23	5	5.31087
23	6	0.142477
23	7	4.58478
23	8	-0.32793
23	9	2.94622
23	10	-0.618017
23	11	0.435325
23	12	-0.792238
23	13	-3.13487
23	14	-0.878133
23	15	-8.25194
23	16	-0.881711
23	17	-16.0843
23	18	-0.781415
23	19	-29.9679
23	20	-0.455032
23	21	-64.1966
23	22	0.977352
