M	L	deltaE
15	1	-4242.66
15	2	-12586.7
15	3	-20989.5
15	4	-28691.7
15	5	-34852.5
15	6	-38770.7
15	7	-39989.2
15	8	-38368.8
15	9	-34117.9
15	10	-27765.8
15	11	-20090.1
15	12	-12023.1
15	13	-4577.76
=============================
M	L	deltaE
15	1	-29.0578
15	2	-61.0082
15	3	-84.6995
15	4	-103.203
15	5	-116.379
15	6	-123.736
15	7	-124.908
15	8	-119.846
15	9	-108.887
15	10	-92.7155
15	11	-72.2631
15	12	-48.517
15	13	-22.1885
