M	L	deltaE
25	1	0.0100563
25	2	-0.132521
25	3	0.0291334
25	4	-0.0866745
25	5	0.0373606
25	6	-0.0650608
25	7	0.0441763
25	8	-0.0525093
25	9	0.0511665
25	10	-0.0442427
25	11	0.0591692
25	12	-0.0383276
25	13	0.0690477
25	14	-0.0338229
25	15	0.082089
25	16	-0.0301941
25	17	0.100647
25	18	-0.027067
25	19	0.129837
25	20	-0.0240292
25	21	0.183578
25	22	-0.0199736
25	23	0.317217
25	24	-0.00165846
