M	L	deltaE
23	1	0.0102246
23	2	-0.360378
23	3	0.0331988
23	4	-0.227603
23	5	0.0453845
23	6	-0.167905
23	7	0.0560152
23	8	-0.133907
23	9	0.067307
23	10	-0.111702
23	11	0.080772
23	12	-0.0958122
23	13	0.0983301
23	14	-0.0835841
23	15	0.123381
23	16	-0.073436
23	17	0.163447
23	18	-0.0639959
23	19	0.240066
23	20	-0.0525382
23	21	0.450637
23	22	-0.0134839
