M	L	deltaE
23	1	-0.0239523
23	2	-0.0698477
23	3	-0.0397962
23	4	-0.0384248
23	5	-0.0544418
23	6	-0.0262112
23	7	-0.0679602
23	8	-0.0197345
23	9	-0.082524
23	10	-0.0156653
23	11	-0.100005
23	12	-0.0128067
23	13	-0.122951
23	14	-0.0106135
23	15	-0.155992
23	16	-0.00878172
23	17	-0.209614
23	18	-0.00709492
23	19	-0.314792
23	20	-0.00536081
23	21	-0.620678
23	22	-0.00646046
