M	L	deltaE
27	1	0.0093198
27	2	-0.132081
27	3	0.0268448
27	4	-0.0863169
27	5	0.034218
27	6	-0.0647617
27	7	0.0401494
27	8	-0.0522569
27	9	0.0460443
27	10	-0.0440344
27	11	0.0525654
27	12	-0.0381688
27	13	0.0603023
27	14	-0.0337296
27	15	0.0700274
27	16	-0.0302021
27	17	0.0829905
27	18	-0.02726
27	19	0.101534
27	20	-0.0246447
27	21	0.13079
27	22	-0.0220231
27	23	0.184754
27	24	-0.0183994
27	25	0.319234
27	26	-0.00153364
