M	L	deltaE
25	1	0.0105815
25	2	-0.204916
25	3	0.0309883
25	4	-0.131637
25	5	0.0404947
25	6	-0.097955
25	7	0.048437
25	8	-0.0786065
25	9	0.0565734
25	10	-0.0659366
25	11	0.0658747
25	12	-0.0568983
25	13	0.0773585
25	14	-0.0500231
25	15	0.0925542
25	16	-0.0444833
25	17	0.114285
25	18	-0.039706
25	19	0.148775
25	20	-0.0350809
25	21	0.213372
25	22	-0.0290817
25	23	0.381378
25	24	-0.00491346
