M	L	deltaE
17	1	3.01249
17	2	-35.0202
17	3	19.5101
17	4	-36.0558
17	5	34.0963
17	6	-33.0501
17	7	47.8748
17	8	-28.7341
17	9	61.1466
17	10	-23.6203
17	11	74.0131
17	12	-17.7557
17	13	86.1776
17	14	-10.7933
17	15	93.7482
=============================
M	L	deltaE
17	1	0.0133298
17	2	-0.0950594
17	3	0.0407453
17	4	-0.0636919
17	5	0.0538055
17	6	-0.0483636
17	7	0.0668585
17	8	-0.0392384
17	9	0.0835001
17	10	-0.0329864
17	11	0.108307
17	12	-0.0280193
17	13	0.152231
17	14	-0.0225409
17	15	0.254472
