M	L	deltaE
23	1	0.00858803
23	2	-0.0602252
23	3	0.0262326
23	4	-0.0413887
23	5	0.0329227
23	6	-0.0317976
23	7	0.0385407
23	8	-0.0260496
23	9	0.0445222
23	10	-0.0221967
23	11	0.0516662
23	12	-0.0194049
23	13	0.0609082
23	14	-0.0172483
23	15	0.0738204
23	16	-0.0154587
23	17	0.0936525
23	18	-0.0137668
23	19	0.128665
23	20	-0.0114354
23	21	0.206052
23	22	0.00135966
