M	L	deltaE
25	1	4.96999
25	2	-108.262
25	3	31.4569
25	4	-112.856
25	5	55.7355
25	6	-107.56
25	7	79.0192
25	8	-99.7645
25	9	101.715
25	10	-90.8475
25	11	124.066
25	12	-81.1944
25	13	146.273
25	14	-70.9197
25	15	168.561
25	16	-60.0236
25	17	191.223
25	18	-48.4153
25	19	214.649
25	20	-35.8473
25	21	239.031
25	22	-21.5666
25	23	259.149
25	24	-0.819643
