M	L	deltaE
23	1	3.5852
23	2	-41.4577
23	3	23.7983
23	4	-45.1278
23	5	40.9711
23	6	-43.6601
23	7	56.9706
23	8	-40.6673
23	9	72.2489
23	10	-36.9258
23	11	87.0009
23	12	-32.6759
23	13	101.325
23	14	-27.9899
23	15	115.245
23	16	-22.8509
23	17	128.591
23	18	-17.1323
23	19	140.289
23	20	-10.3742
23	21	141.841
23	22	0.567608
