M	L	deltaE
21	1	0.006161
21	2	-0.0238249
21	3	0.0218074
21	4	-0.018143
21	5	0.0266347
21	6	-0.0145699
21	7	0.0306821
21	8	-0.0122737
21	9	0.0351603
21	10	-0.0106806
21	11	0.040747
21	12	-0.00949936
21	13	0.0483094
21	14	-0.00855653
21	15	0.0594104
21	16	-0.00768405
21	17	0.077289
21	18	-0.00638018
21	19	0.105042
21	20	0.00281102
