M	L	deltaE
21	1	0.0093688
21	2	-0.0606639
21	3	0.0288779
21	4	-0.0417591
21	5	0.0365483
21	6	-0.0321189
21	7	0.0432688
21	8	-0.0263314
21	9	0.0507519
21	10	-0.0224378
21	11	0.0601545
21	12	-0.0195901
21	13	0.0731163
21	14	-0.017331
21	15	0.0928889
21	16	-0.015287
21	17	0.127641
21	18	-0.0126088
21	19	0.203935
21	20	0.00149141
