boson
0
3 2 2
-6.928203	-0.000000

4	0.988244
1	0.152882

5	0.378750
2	0.277264

4 4 3
-6.928203	0.000000

10	0.879987
8	0.408403
7	0.239698
2	0.037081

6	0.168700
9	0.121930
4	0.029412

5 4 8
-12.310734	0.000000

18	0.881818
8	0.355023
9	0.308778
1	0.031825

12	0.539665
10	0.387567
20	0.379843
19	0.337114
13	0.158639
11	0.137735
2	0.085178
3	0.081718

6 3 10
-13.856406	-0.000000

38	0.955069
19	0.295500
4	0.022857

12	1.378416
31	1.314298
30	1.263729
42	1.185396
32	0.936848
22	0.867770
13	0.697555
25	0.183381
1	0.160577
6	0.134245

7 10 26
-17.525145	-0.000000

84	0.794315
50	0.315434
53	0.259868
51	0.259868
52	0.249435
54	0.193869
16	0.117233
18	0.105744
17	0.098580
1	0.007437

62	2.001555
66	1.732360
63	0.920465
87	0.896054
86	0.864842
55	0.851866
22	0.779816
85	0.763494
23	0.668188
19	0.615474
59	0.432893
27	0.383590
65	0.371730
67	0.364299
58	0.335802
57	0.316569
25	0.268665
20	0.247912
64	0.229407
61	0.162059
26	0.150818
24	0.134229
21	0.115131
3	0.068232
2	0.067791
4	0.059438

8 16 45
-19.238937	0.000000

167	0.587525
180	0.508518
166	0.416191
106	0.272671
165	0.236004
108	0.167560
168	0.151395
109	0.145734
110	0.091763
107	0.070263
105	0.064385
35	0.042588
33	0.025922
34	0.022545
36	0.015021
4	0.002324

175	1.007828
126	0.625578
172	0.541454
83	0.508055
131	0.467735
171	0.415756
159	0.389936
80	0.366195
82	0.304826
158	0.296269
157	0.290379
84	0.216346
133	0.211583
123	0.192953
125	0.192659
121	0.167623
127	0.161201
81	0.154169
170	0.145082
176	0.105634
86	0.101004
50	0.098196
47	0.097707
45	0.089413
136	0.068898
79	0.062647
87	0.054193
23	0.053906
85	0.052923
124	0.049480
138	0.046772
122	0.043194
174	0.043039
173	0.042047
24	0.036200
120	0.030781
43	0.026180
135	0.021786
53	0.021091
132	0.017584
128	0.016928
129	0.014723
41	0.012392
46	0.010874
42	0.010778

9 30 87
-22.685127	-0.000000

357	0.715787
282	0.283419
287	0.231234
283	0.231234
286	0.216959
284	0.216959
285	0.213553
288	0.164774
289	0.147092
290	0.147092
125	0.102764
129	0.089132
134	0.089132
132	0.086606
128	0.079712
126	0.079712
127	0.075160
137	0.075047
135	0.073022
136	0.073022
130	0.063601
133	0.063601
131	0.061528
138	0.056863
291	0.044272
31	0.037151
33	0.033890
34	0.032560
32	0.030825
1	0.001826

302	2.887722
315	2.874781
307	1.693563
303	1.479504
172	1.181119
178	1.135318
155	1.117473
316	0.989509
179	0.975313
361	0.938087
360	0.933266
156	0.905500
158	0.905500
359	0.895229
292	0.874758
157	0.865475
358	0.789501
159	0.655975
175	0.632007
294	0.619990
139	0.614354
304	0.605021
309	0.507047
298	0.494770
173	0.486829
311	0.482543
296	0.462994
141	0.453427
300	0.449012
310	0.417035
39	0.401207
176	0.401002
306	0.386569
314	0.380912
41	0.359174
295	0.350981
160	0.333189
40	0.332031
35	0.329992
163	0.324172
146	0.265669
165	0.263838
47	0.249930
317	0.244690
142	0.222138
140	0.222138
48	0.215004
169	0.203756
153	0.203133
144	0.194425
147	0.194425
152	0.185270
43	0.185186
313	0.184954
36	0.177862
149	0.176013
305	0.174283
168	0.172192
180	0.143471
174	0.139051
46	0.131255
148	0.129532
301	0.117921
37	0.103309
50	0.100628
177	0.099039
161	0.088065
164	0.086628
162	0.083120
167	0.082514
171	0.076372
44	0.075948
154	0.065727
49	0.058050
45	0.057382
42	0.049166
299	0.046541
38	0.042003
150	0.035558
308	0.034007
145	0.027430
3	0.024932
2	0.024226
5	0.022164
4	0.020545
312	0.017571
297	0.014766

10 10 88
-24.621468	0.000000

710	0.664264
572	0.534870
573	0.465198
279	0.187290
278	0.107670
280	0.081447
275	0.047947
65	0.019304
66	0.016789
6	0.000865

627	2.390030
598	1.716430
692	1.687254
725	1.682225
694	1.655094
497	1.650651
693	1.627616
499	1.534464
691	1.527871
722	1.492990
496	1.396130
495	1.395646
506	1.253732
509	1.235014
508	1.216105
695	1.141351
512	1.137436
189	0.962584
355	0.962234
498	0.917457
191	0.889282
356	0.836895
507	0.782814
196	0.782021
631	0.702570
202	0.701188
320	0.691040
634	0.677269
190	0.632007
620	0.609992
623	0.601082
321	0.601026
192	0.594736
635	0.589049
511	0.570043
624	0.522786
43	0.513815
510	0.508248
197	0.503932
205	0.462580
194	0.429127
514	0.419745
317	0.377229
200	0.375268
352	0.361907
44	0.336858
503	0.283439
362	0.282857
206	0.281989
195	0.272913
198	0.262739
363	0.246012
341	0.245585
208	0.244478
45	0.222888
193	0.222192
342	0.213595
199	0.202591
203	0.187652
209	0.157517
79	0.151874
504	0.147224
92	0.145705
80	0.132091
46	0.129763
93	0.126726
502	0.121251
207	0.114484
201	0.110082
210	0.100560
95	0.086258
82	0.061947
365	0.060712
344	0.053883
204	0.048434
703	0.035905
505	0.032692
501	0.032046
1	0.028846
98	0.025356
88	0.022015
513	0.019684
553	0.014134
10	0.013614
12	0.013061
556	0.012038
554	0.012019
555	0.011450

11 94 288
-27.820611	-0.000000

1461	0.641635
1314	0.253827
1321	0.206510
1315	0.206510
1316	0.192669
1320	0.192669
1317	0.187568
1319	0.187568
1318	0.186205
1322	0.145353
1323	0.126411
1326	0.126411
1324	0.119947
1325	0.119947
1327	0.106106
1328	0.101005
836	0.091447
842	0.078733
856	0.078733
854	0.075283
847	0.075283
851	0.074456
837	0.069691
841	0.069691
861	0.065597
840	0.063300
838	0.063300
860	0.062657
857	0.062657
872	0.062075
865	0.062075
839	0.061721
868	0.061322
871	0.061322
870	0.058657
858	0.058502
859	0.058502
855	0.053615
843	0.053615
846	0.050586
848	0.049340
852	0.049340
844	0.046430
853	0.046430
876	0.046032
862	0.046032
850	0.045645
845	0.045645
873	0.044664
849	0.042980
869	0.042337
864	0.042337
866	0.041754
874	0.041754
863	0.041091
875	0.041091
867	0.038151
877	0.033386
285	0.032037
294	0.028283
289	0.028283
292	0.027602
304	0.026444
295	0.026444
301	0.025345
309	0.024779
313	0.024362
307	0.024362
288	0.024173
286	0.024173
287	0.022587
298	0.022523
302	0.022523
297	0.022035
300	0.022035
303	0.021603
296	0.021603
314	0.020872
310	0.020265
306	0.019764
305	0.019764
290	0.019763
293	0.019763
291	0.018833
312	0.018114
308	0.018114
311	0.017670
299	0.017168
57	0.011431
59	0.010481
61	0.010160
60	0.009891
58	0.009422
1	0.000459

1363	3.629370
1346	3.399492
1369	2.467474
1347	1.824001
1003	1.692169
1352	1.527933
978	1.416559
1364	1.412236
924	1.318666
981	1.149558
979	1.149453
980	1.098852
925	1.061278
929	1.061278
958	1.022844
928	0.990732
926	0.990732
989	0.976993
927	0.973958
1367	0.912928
1466	0.867749
1465	0.862193
1464	0.856892
1348	0.847549
992	0.839764
982	0.836660
1463	0.820496
1354	0.818081
1329	0.799657
974	0.794333
930	0.736007
1462	0.723364
1371	0.713540
1004	0.690817
960	0.675835
414	0.674128
932	0.649618
931	0.649618
416	0.580830
975	0.572286
1365	0.571505
1331	0.559450
878	0.557367
389	0.540970
403	0.513408
1358	0.500990
996	0.473503
1337	0.473408
889	0.472242
349	0.464500
1339	0.462216
405	0.460118
934	0.457997
965	0.456265
1356	0.454578
1360	0.452635
1373	0.445217
939	0.439735
943	0.437756
1335	0.427803
404	0.425893
1349	0.413900
995	0.407716
358	0.399356
353	0.399356
1341	0.398483
882	0.389251
880	0.389251
1355	0.389027
1372	0.388499
356	0.387201
961	0.384161
959	0.367233
1351	0.354755
350	0.353275
352	0.353275
1343	0.350216
1362	0.349951
361	0.332363
351	0.331274
963	0.325560
1334	0.322501
359	0.322491
360	0.322491
983	0.315372
393	0.310398
966	0.310233
986	0.307025
891	0.303835
390	0.297892
991	0.290191
315	0.289522
357	0.276857
354	0.276857
415	0.275064
355	0.266779
1333	0.266108
396	0.252308
394	0.252302
994	0.250517
322	0.246852
362	0.246004
395	0.241312
948	0.238334
417	0.237324
976	0.231315
1368	0.225180
954	0.211795
317	0.208668
972	0.204712
919	0.203465
935	0.198045
912	0.197350
883	0.196481
879	0.196481
933	0.193343
938	0.192719
952	0.192637
907	0.190656
420	0.187187
956	0.186746
971	0.186465
940	0.186441
944	0.184933
946	0.184580
397	0.184216
901	0.182731
998	0.177209
917	0.173002
968	0.170708
911	0.170165
1375	0.169359
391	0.168709
899	0.168700
885	0.168694
895	0.168694
881	0.165745
1366	0.163648
67	0.162785
373	0.160853
951	0.160470
893	0.152860
890	0.152860
69	0.147788
906	0.143778
967	0.143498
887	0.142524
892	0.142524
70	0.141361
904	0.140362
318	0.139354
316	0.139354
62	0.137214
418	0.134997
950	0.134989
68	0.133104
988	0.132163
897	0.129708
1005	0.128819
398	0.127599
332	0.126902
328	0.126902
1350	0.126444
401	0.124211
320	0.120533
323	0.120533
898	0.120219
1344	0.119925
1000	0.116634
1345	0.116020
77	0.112739
331	0.112485
1361	0.110812
375	0.108487
363	0.104645
368	0.101381
366	0.101328
79	0.101101
999	0.100481
78	0.093669
324	0.089741
319	0.089741
407	0.086801
387	0.086445
921	0.086403
1370	0.086327
72	0.085264
63	0.083288
984	0.082903
987	0.081513
985	0.078041
386	0.076881
915	0.076801
334	0.074611
85	0.074588
922	0.074358
343	0.074145
383	0.072499
326	0.071793
333	0.071793
380	0.071334
918	0.070925
342	0.070220
411	0.069487
977	0.066202
1342	0.065457
973	0.065336
914	0.064577
86	0.064315
64	0.064198
347	0.061627
1338	0.061473
936	0.060932
82	0.060185
941	0.059821
376	0.059491
382	0.059132
909	0.058923
341	0.058885
410	0.058878
338	0.058114
374	0.058103
945	0.057908
902	0.053783
937	0.053744
1340	0.052610
378	0.050742
916	0.050260
329	0.049533
381	0.049461
321	0.048451
947	0.047060
73	0.046729
913	0.046687
406	0.046324
942	0.046297
957	0.045554
392	0.044739
1002	0.043447
337	0.041866
76	0.040048
900	0.039441
1353	0.038926
886	0.033809
894	0.033809
399	0.033528
419	0.033207
402	0.032947
372	0.032829
908	0.032726
81	0.032177
923	0.032168
400	0.031531
969	0.030675
1359	0.029725
888	0.029088
905	0.028592
371	0.028571
65	0.028545
345	0.028423
364	0.028217
369	0.027644
367	0.027464
370	0.027405
388	0.027006
74	0.026626
409	0.026428
348	0.026355
365	0.026027
413	0.025584
83	0.024522
903	0.024204
990	0.023957
336	0.022978
84	0.019485
80	0.018719
75	0.018434
346	0.018251
1336	0.018198
993	0.017004
1357	0.016855
955	0.016796
339	0.016170
71	0.015519
1374	0.015393
384	0.014619
66	0.013233
344	0.010257

